;papel;cotação;p/l;p/vp;psr;div.yield;p/ativo;p/cap.giro;p/ebit;p/ativ circ.liq;ev/ebit;ev/ebitda;mrg ebit;mrg. líq.;liq. corr.;roic;roe;liq.2meses;patrim. líq;dív.brut/ patrim.;cresc. rec.5a;setor
280;ELPL3;49,320000;25,030000;2,830000;0,689000;0,000000;0,411000;24,440000;6,940000;-0,680000;9,470000;6,980000;0,099300;0,027500;1,070000;0,066400;0,112900;669446,000000;3445110000,000000;1,250000;0,031000;32
281;ENGI11;55,400000;25,420000;3,660000;1,077000;0,019500;0,530000;5,350000;10,120000;-0,970000;17,220000;10,720000;0,106500;0,045500;1,520000;0,059300;0,144100;63541000,000000;5488090000,000000;3,040000;0,136100;32
282;REDE3;8,890000;27,340000;5,180000;1,711000;0,051800;0,984000;6,720000;11,810000;-2,370000;16,270000;11,580000;0,144900;0,085400;1,810000;0,092400;0,189400;26938,900000;3532700000,000000;2,190000;0,103600;32
283;ENGI3;13,260000;30,430000;4,380000;1,289000;0,016300;0,634000;6,400000;12,110000;-1,160000;19,210000;11,960000;0,106500;0,045500;1,520000;0,059300;0,144100;99342,400000;5488090000,000000;3,040000;0,136100;32
284;CPRE3;19,280000;113,240000;2,270000;5,402000;0,000000;0,849000;-75,070000;11,530000;-1,700000;16,420000;10,290000;0,468300;0,053300;0,910000;0,080700;0,020000;12358,900000;4432400000,000000;1,170000;0,079500;32
285;LIPR3;75,640000;194,050000;5,190000;0,000000;0,028400;4,019000;0,000000;-84,380000;0,000000;-76,600000;-76,810000;0,000000;0,000000;0,000000;0,000000;0,026700;10781,600000;171511000,000000;0,000000;0,000000;32
286;SAPR4;19,500000;9,690000;1,630000;2,192000;0,044900;0,850000;-52,510000;5,630000;-2,200000;7,270000;6,140000;0,389100;0,226200;0,850000;0,157000;0,168300;19233500,000000;6024830000,000000;0,520000;0,118600;33
287;SAPR11;99,000000;9,840000;1,660000;2,226000;0,043500;0,863000;-53,320000;5,720000;-2,240000;7,360000;6,210000;0,389100;0,226200;0,850000;0,157000;0,168300;61211700,000000;6024830000,000000;0,520000;0,118600;33
288;SAPR3;20,600000;10,240000;1,720000;2,316000;0,038700;0,898000;-55,470000;5,950000;-2,330000;7,590000;6,410000;0,389100;0,226200;0,850000;0,157000;0,168300;1545800,000000;6024830000,000000;0,520000;0,118600;33
289;SBSP3;57,410000;10,280000;1,800000;2,157000;0,020200;0,856000;51,240000;6,130000;-2,070000;7,850000;6,210000;0,352100;0,209900;1,180000;0,149400;0,175100;164961000,000000;21801900000,000000;0,630000;0,112900;33
290;CGAS5;217,000000;15,470000;7,720000;3,231000;0,127000;2,952000;16,920000;15,410000;-16,340000;16,330000;13,840000;0,209600;0,208900;1,660000;0,272500;0,499300;1632410,000000;3722810000,000000;0,920000;0,070500;34
291;CGAS3;228,000000;16,250000;8,120000;3,395000;0,114400;3,102000;17,770000;16,190000;-17,170000;17,110000;14,500000;0,209600;0,208900;1,660000;0,272500;0,499300;72296,400000;3722810000,000000;0,920000;0,070500;34
292;PINE4;4,400000;-3,850000;0,830000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;-0,216500;2784720,000000;782844000,000000;0,000000;1,195200;35
293;BMGB4;9,300000;0,000000;2,050000;0,000000;0,022300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;15116300,000000;2732880000,000000;0,000000;0,000000;35
294;BMGB11;33,600000;0,000000;1,850000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;13498200,000000;2732880000,000000;0,000000;0,000000;35
295;IDVL3;3,450000;5,190000;0,750000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,144500;143748,000000;399193000,000000;0,000000;0,000000;35
296;BSLI3;52,000000;5,820000;1,220000;0,000000;0,056900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,210100;497,440000;1544670000,000000;0,000000;0,020700;35
297;BNBR3;97,000000;6,020000;1,650000;0,000000;0,038000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,274400;37489,200000;5075040000,000000;0,000000;0,180000;35
298;IDVL4;4,060000;6,110000;0,880000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,144500;146088,000000;399193000,000000;0,000000;0,000000;35
299;BAZA3;39,500000;6,380000;0,570000;0,000000;0,036400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,089900;46727,500000;2041970000,000000;0,000000;-0,124200;35
300;BRSR6;20,920000;7,130000;1,110000;0,000000;0,059500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,155100;26919400,000000;7732900000,000000;0,000000;0,119600;35
301;BMEB3;13,100000;7,290000;0,780000;0,000000;0,004100;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,107200;29749,500000;878333000,000000;0,000000;0,072700;35
302;BMEB4;13,500000;7,510000;0,810000;0,000000;0,049200;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,107200;102335,000000;878333000,000000;0,000000;0,072700;35
303;BRSR3;23,000000;7,840000;1,220000;0,000000;0,054100;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,155100;67643,300000;7732900000,000000;0,000000;0,119600;35
304;BRSR5;23,020000;7,850000;1,220000;0,000000;0,055800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,155100;3370,460000;7732900000,000000;0,000000;0,119600;35
305;BGIP4;38,000000;8,080000;1,520000;0,000000;0,020600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,188800;30020,200000;380893000,000000;0,000000;0,160500;35
306;CRIV3;6,230000;8,900000;0,680000;0,000000;0,003400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,076500;23169,900000;942527000,000000;0,000000;-0,008300;35
307;BBAS3;49,860000;8,930000;1,510000;0,000000;0,051200;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,169400;580945000,000000;94496200000,000000;0,000000;0,142600;35
308;BRGE12;6,110000;9,040000;0,380000;16,192000;0,000200;0,138000;0,770000;-1,080000;0,920000;2,990000;3,000000;-15,017800;2,684800;1,410000;-0,268600;0,042100;15320,300000;1181120000,000000;0,000000;-0,015400;35
309;MERC4;12,480000;9,160000;0,920000;0,000000;0,039600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,100600;2570,000000;243892000,000000;0,000000;-0,067900;35
310;ABCB4;20,280000;9,530000;1,120000;0,000000;0,051800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,117400;13009100,000000;3956290000,000000;0,000000;-0,142800;35
311;CRIV4;6,970000;9,950000;0,760000;0,000000;0,046400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,076500;21308,900000;942527000,000000;0,000000;-0,008300;35
312;BEES4;6,890000;10,270000;1,390000;0,000000;0,043800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,135100;17719,600000;1568220000,000000;0,000000;0,088300;35
313;BEES3;6,920000;10,320000;1,390000;0,000000;0,043600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,135100;205452,000000;1568220000,000000;0,000000;0,088300;35
314;BBDC3;32,650000;11,560000;1,900000;0,000000;0,055900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,164700;98981800,000000;138313000000,000000;0,000000;-0,153900;35
315;BGIP3;55,000000;11,690000;2,210000;0,000000;0,012900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,188800;141,030000;380893000,000000;0,000000;0,160500;35
316;SANB4;21,810000;11,820000;2,220000;0,000000;0,069500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,187700;1043990,000000;73748900000,000000;0,000000;0,432500;35
317;ITUB3;30,400000;11,870000;2,370000;0,000000;0,092300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,199700;15449400,000000;125769000000,000000;0,000000;-0,146400;35
318;ITSA4;13,350000;11,980000;2,150000;23,471000;0,089200;1,739000;41,590000;558,630000;-32,910000;565,170000;136,050000;0,042000;1,955300;1,820000;0,003300;0,179700;252330000,000000;52130000000,000000;0,090000;0,007800;35
319;ITSA3;13,520000;12,140000;2,180000;23,770000;0,088100;1,761000;42,120000;565,740000;-33,330000;572,280000;137,760000;0,042000;1,955300;1,820000;0,003300;0,179700;2644940,000000;52130000000,000000;0,090000;0,007800;35
320;BBDC4;34,430000;12,190000;2,010000;0,000000;0,058300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,164700;681642000,000000;138313000000,000000;0,000000;-0,153900;35
321;SANB11;45,730000;12,390000;2,320000;0,000000;0,063300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,187700;73272200,000000;73748900000,000000;0,000000;0,432500;35
322;BRIV3;9,090000;12,400000;0,540000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,043900;17963,800000;1478470000,000000;0,000000;0,116800;35
323;SANB3;24,000000;13,000000;2,440000;0,000000;0,057400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,187700;422945,000000;73748900000,000000;0,000000;0,432500;35
324;ITUB4;34,600000;13,510000;2,700000;0,000000;0,081100;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,199700;795520000,000000;125769000000,000000;0,000000;-0,146400;35
325;RPAD3;6,690000;13,910000;0,570000;1804,210000;0,000000;0,571000;133,170000;-162,610000;145,260000;-160,930000;-160,930000;-11,095500;129,694000;2,360000;-0,003500;0,041200;16011,400000;989509000,000000;0,000000;0,128100;35
326;BRIV4;10,200000;13,910000;0,610000;0,000000;0,044800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,043900;34186,200000;1478470000,000000;0,000000;0,116800;35
327;BRGE8;10,580000;15,660000;0,660000;28,038000;0,026400;0,240000;1,340000;-1,870000;1,590000;2,200000;2,210000;-15,017800;2,684800;1,410000;-0,268600;0,042100;14384,300000;1181120000,000000;0,000000;-0,015400;35
328;BRGE6;11,230000;16,620000;0,700000;29,761000;0,059700;0,254000;1,420000;-1,980000;1,690000;2,090000;2,090000;-15,017800;2,684800;1,410000;-0,268600;0,042100;200,540000;1181120000,000000;0,000000;-0,015400;35
329;BPAC5;21,300000;18,240000;2,700000;0,000000;0,020900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,148300;21906,500000;20766600000,000000;0,000000;-0,013800;35
330;BRGE3;12,500000;18,500000;0,780000;33,126000;0,000100;0,283000;1,580000;-2,210000;1,880000;1,860000;1,870000;-15,017800;2,684800;1,410000;-0,268600;0,042100;48326,600000;1181120000,000000;0,000000;-0,015400;35
331;RPAD6;9,680000;20,130000;0,830000;2610,580000;0,000000;0,826000;192,690000;-235,280000;210,180000;-233,610000;-233,610000;-11,095500;129,694000;2,360000;-0,003500;0,041200;7927,440000;989509000,000000;0,000000;0,128100;35
332;RPAD5;9,690000;20,150000;0,830000;2613,280000;0,042100;0,826000;192,890000;-235,530000;210,400000;-233,850000;-233,850000;-11,095500;129,694000;2,360000;-0,003500;0,041200;2628,410000;989509000,000000;0,000000;0,128100;35
333;BPAC11;75,890000;21,660000;3,210000;0,000000;0,017600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,148300;164806000,000000;20766600000,000000;0,000000;-0,013800;35
334;BRGE11;15,980000;23,650000;1,000000;42,348000;0,021000;0,362000;2,020000;-2,820000;2,400000;1,250000;1,250000;-15,017800;2,684800;1,410000;-0,268600;0,042100;1922,740000;1181120000,000000;0,000000;-0,015400;35
335;BPAN4;11,420000;30,900000;2,700000;0,000000;0,006700;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,087400;29477500,000000;4830820000,000000;0,000000;0,126700;35
336;BRGE5;21,700000;32,120000;1,350000;57,507000;0,000000;0,491000;2,740000;-3,830000;3,260000;0,240000;0,240000;-15,017800;2,684800;1,410000;-0,268600;0,042100;9752,950000;1181120000,000000;0,000000;-0,015400;35
337;BPAC3;38,900000;33,310000;4,940000;0,000000;0,011400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,148300;23505,800000;20766600000,000000;0,000000;-0,013800;35
338;BMIN4;19,540000;45,990000;0,780000;0,000000;0,071600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,017000;1863,080000;120283000,000000;0,000000;-0,059900;35
339;BIDI4;17,800000;163,860000;5,740000;0,000000;0,004100;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,035000;39482000,000000;2188220000,000000;0,000000;0,000000;35
340;BIDI3;17,960000;165,330000;5,790000;0,000000;0,002000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,035000;4067920,000000;2188220000,000000;0,000000;0,000000;35
341;CIEL3;7,400000;9,750000;2,160000;2,863000;0,069500;0,224000;3,280000;8,910000;-5,890000;9,310000;7,660000;0,321300;0,293600;1,090000;0,169400;0,221800;116715000,000000;9297950000,000000;1,090000;-0,075900;37
342;APER3;30,320000;-2,530000;3,590000;3,946000;0,000000;2,126000;603,250000;-2,450000;-9,650000;-2,360000;-2,470000;-1,613300;-1,561800;1,020000;-0,979300;-1,419100;1490700,000000;97083000,000000;0,000000;-0,194100;38
343;BBSE3;36,400000;0,000000;0,000000;0,000000;0,080600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;104307000,000000;0,000000;0,000000;0,000000;38
344;CSAB3;49,900000;0,000000;0,000000;0,000000;0,036300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;512,560000;0,000000;0,000000;0,000000;38
345;CSAB4;49,450000;0,000000;0,000000;0,000000;0,040300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;793,590000;0,000000;0,000000;0,000000;38
346;IRBR3;41,170000;0,000000;0,000000;0,000000;0,024000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;165713000,000000;0,000000;0,000000;0,000000;38
347;WIZS3;14,640000;10,930000;9,530000;3,585000;0,075900;3,290000;-33,980000;6,360000;-10,380000;6,070000;3,850000;0,564000;0,340800;0,770000;0,650600;0,871600;10519600,000000;245690000,000000;0,000000;0,186900;38
348;PEAB3;50,000000;14,270000;1,220000;1,638000;0,077800;0,952000;2,970000;16,220000;4,030000;11,740000;11,680000;0,101000;0,115100;3,400000;0,083200;0,085700;4583,720000;525543000,000000;0,000000;0,100000;38
349;PEAB4;50,020000;14,270000;1,220000;1,639000;0,085500;0,952000;2,970000;16,220000;4,030000;11,740000;11,680000;0,101000;0,115100;3,400000;0,083200;0,085700;376,970000;525543000,000000;0,000000;0,100000;38
350;PSSA3;63,940000;14,820000;2,570000;1,159000;0,033200;0,660000;4,520000;1,450000;-11,810000;0,740000;0,730000;0,797800;0,077900;1,270000;0,673400;0,173500;40838500,000000;8040870000,000000;0,000000;0,872700;38
351;SULA4;19,000000;20,000000;3,230000;1,056000;0,011300;0,803000;2,290000;27,490000;-21,840000;9,490000;8,430000;0,038400;0,052800;1,970000;0,073000;0,161400;20309,200000;6959350000,000000;0,300000;0,099000;38
352;SULA11;64,320000;22,570000;3,640000;1,192000;0,010000;0,906000;2,580000;31,020000;-24,640000;13,020000;11,570000;0,038400;0,052800;1,970000;0,073000;0,161400;183928000,000000;6959350000,000000;0,300000;0,099000;38
353;CCPR3;25,930000;-225,280000;4,110000;9,432000;0,000000;1,184000;36,210000;18,000000;-3,010000;23,790000;20,060000;0,524200;0,094300;1,400000;0,072600;-0,018300;7658270,000000;1040750000,000000;1,640000;0,060800;39
354;AHEB3;29,990000;-4,950000;13,870000;2,091000;0,000000;0,913000;-9,830000;-4,910000;-1,080000;-4,740000;-6,410000;-0,426100;-0,422400;0,490000;-0,203400;-2,801100;1578,330000;16266000,000000;0,000000;-0,158100;39
355;GSHP3;2,620000;-1,960000;-3,920000;1,119000;1,171600;0,108000;0,920000;2,900000;-0,140000;18,320000;17,480000;0,385300;-0,572300;1,830000;0,047400;2,003500;6859570,000000;-46424000,000000;-28,300000;-0,100000;39
356;BRML3;18,640000;10,380000;1,530000;12,969000;0,052300;0,903000;30,610000;18,050000;-2,760000;20,250000;19,810000;0,718500;1,332400;2,070000;0,052200;0,147400;139440000,000000;10629400000,000000;0,260000;-0,023700;39
357;AGRO3;19,310000;27,160000;1,170000;2,086000;0,048100;0,745000;5,290000;10,690000;-15,550000;13,340000;10,900000;0,195200;0,153800;1,810000;0,081700;0,043100;1318820,000000;938852000,000000;0,410000;0,117600;39
358;IGTA3;54,740000;35,230000;3,280000;13,002000;0,015500;1,815000;13,880000;23,760000;-6,670000;27,410000;21,070000;0,547300;0,374600;4,190000;0,087900;0,093000;66593900,000000;2949110000,000000;0,740000;0,041100;39
359;SCAR3;47,550000;39,570000;1,860000;8,850000;0,007700;0,992000;14,180000;14,560000;-2,780000;19,900000;16,260000;0,607700;0,226000;2,920000;0,074200;0,047000;1928240,000000;1475840000,000000;0,830000;-0,064900;39
360;MULT3;33,150000;45,120000;3,600000;15,478000;0,014200;2,106000;32,790000;28,340000;-7,850000;31,360000;24,060000;0,546200;0,341200;1,790000;0,084000;0,079900;95322200,000000;5525070000,000000;0,560000;0,043600;39
361;LOGG3;31,900000;52,730000;1,420000;26,816000;0,003200;0,952000;30,120000;34,060000;-3,730000;43,270000;43,000000;0,787300;0,541700;1,830000;0,029000;0,026900;11749600,000000;2298080000,000000;0,430000;0,068200;39
362;BRPR3;15,300000;193,220000;1,300000;19,403000;0,000000;0,810000;21,460000;26,870000;-2,660000;33,110000;33,090000;0,722100;0,100400;2,120000;0,031900;0,006700;43306400,000000;5791030000,000000;0,390000;-0,138000;39
363;BAHI3;99,850000;-32,890000;4,160000;4,669000;0,000000;1,198000;5,240000;-23,910000;-4,060000;-17,580000;-19,920000;-0,195300;-0,158300;2,340000;-0,080100;-0,126400;71788,500000;53301000,000000;0,180000;0,344800;40
364;BTTL3;6,250000;-17,090000;19,220000;0,211000;0,000000;0,783000;18,470000;9,970000;-1,490000;11,540000;9,620000;0,021100;-0,012300;1,110000;0,103500;-1,124600;23173,500000;4832000,000000;4,530000;-0,059300;40
365;HBTS5;12,500000;-1,780000;0,500000;-28,708000;0,006500;0,096000;-1,030000;-1,280000;-0,140000;-2,520000;-2,580000;22,465400;16,108900;0,550000;-0,076100;-0,280400;2403,640000;228113000,000000;0,510000;-0,409900;40
366;JBDU4;2,200000;0,660000;0,760000;0,000000;0,000000;0,079000;0,000000;-0,990000;0,000000;-1,470000;-1,470000;0,000000;0,000000;0,000000;0,000000;1,147100;200967,000000;14496000,000000;0,000000;0,000000;40
367;JBDU3;3,520000;1,060000;1,220000;0,000000;0,000000;0,126000;0,000000;-1,590000;0,000000;-2,070000;-2,070000;0,000000;0,000000;0,000000;0,000000;1,147100;28772,800000;14496000,000000;0,000000;0,000000;40
368;BRAP3;35,200000;6,270000;1,200000;0,000000;0,036000;1,171000;0,000000;-446,730000;0,000000;-447,360000;-447,360000;0,000000;0,000000;0,000000;0,000000;0,191500;977781,000000;10204600000,000000;0,000000;0,000000;40
369;BRAP4;38,290000;6,820000;1,310000;0,000000;0,036400;1,274000;0,000000;-485,950000;0,000000;-486,570000;-486,570000;0,000000;0,000000;0,000000;0,000000;0,191500;50475300,000000;10204600000,000000;0,000000;0,000000;40
370;MOAR3;182,000000;21,960000;2,100000;969,427000;0,073600;1,531000;10,190000;-49,100000;-66,000000;-44,990000;-45,740000;-19,744800;45,140400;2,530000;-0,040700;0,095700;40972,900000;1060840000,000000;0,150000;-0,285000;40
371;UGPA3;25,090000;24,330000;2,880000;0,313000;0,021900;0,878000;2,740000;16,490000;-4,400000;22,840000;14,080000;0,019000;0,013100;2,970000;0,072100;0,118500;156965000,000000;9687590000,000000;1,720000;0,053400;40
372;MAPT4;36,000000;-205,490000;-5,960000;0,000000;0,000000;42,800000;0,000000;-252,550000;0,000000;-252,550000;-252,550000;0,000000;0,000000;0,000000;0,000000;0,029000;1955,900000;-5552000,000000;0,000000;0,000000;41
373;TELB3;98,900000;-44,360000;144,110000;107,894000;0,000000;1,407000;37,720000;-113,400000;-1,580000;-118,050000;206,700000;-0,951500;-2,432100;1,620000;-0,013000;-3,248300;80728,700000;34044000,000000;8,080000;0,032100;41
374;TESA3;23,000000;-32,350000;0,520000;0,466000;0,000000;0,199000;-23,240000;15,080000;-0,590000;42,440000;17,030000;0,030900;-0,014400;0,970000;0,014200;-0,016000;713371,000000;962097000,000000;0,960000;0,058400;42
375;FRTA3;8,350000;5,000000;-0,240000;2,213000;0,000000;0,487000;-0,210000;-26,310000;-0,170000;-109,830000;734,150000;-0,084100;0,442300;0,040000;-0,022200;-0,048900;31036,200000;-68253000,000000;-0,800000;-0,356600;42
